iter	MultiClass
531	0.07583408608
532	0.0756597301
533	0.07548196814
534	0.0753878024
535	0.07521257571
536	0.07508704532
537	0.07495415508
538	0.07475007126
539	0.07461935253
540	0.07446302097
541	0.07426804833
542	0.07411462448
543	0.07397950069
544	0.07387981497
545	0.07372872174
546	0.07354808458
547	0.07337344405
548	0.07315003601
549	0.07296341794
550	0.07278056102
551	0.07265009492
552	0.07252716739
553	0.0722554824
554	0.07210054563
555	0.07196008957
556	0.07181397722
557	0.07160049411
558	0.07141042841
559	0.07129197857
560	0.0712019622
561	0.07104791439
562	0.07095889084
563	0.07081224896
564	0.07067957733
565	0.07045631813
566	0.07039383292
567	0.07032653219
568	0.07021620444
569	0.0701226747
570	0.06997029435
571	0.06983401668
572	0.0697533061
573	0.06964508039
574	0.06949156472
575	0.06937612993
576	0.06925146602
577	0.06909703112
578	0.06893554577
579	0.06881941422
580	0.06870017733
581	0.06847502974
582	0.06828343836
583	0.06814224651
584	0.0680187714
585	0.06784385649
586	0.06764505701
587	0.06754195903
588	0.06740274193
589	0.06732672216
590	0.06719026863
591	0.06710518733
592	0.06699845311
593	0.06683841
594	0.06665588214
595	0.06655695506
596	0.06639288261
597	0.06627468202
598	0.06618747906
599	0.06597523649
600	0.06584418055
601	0.06577235054
602	0.06571207317
603	0.06558839799
604	0.06549475926
605	0.06544232028
606	0.06530565841
607	0.06523643363
608	0.06511742365
609	0.06501468106
610	0.06493629625
611	0.06486911956
612	0.06477700404
613	0.06466934802
614	0.06454224688
615	0.06437187653
616	0.06419622524
617	0.06407777741
618	0.06393834369
619	0.06383155816
620	0.06369759391
621	0.06349522763
622	0.06338760719
623	0.06327569155
624	0.06314979686
625	0.06306870457
626	0.0629006081
627	0.06276713251
628	0.06262318741
629	0.06242567283
630	0.06230402549
631	0.06216566339
632	0.06201739483
633	0.06194813431
634	0.0618035394
635	0.06162926428
636	0.06141594028
637	0.06121492675
638	0.06116240311
639	0.06107598175
640	0.06087037151
641	0.06078392377
642	0.06062022239
643	0.06054795249
644	0.06044965877
645	0.06034147108
646	0.06028427284
647	0.06007341869
648	0.05996618607
649	0.05990020475
650	0.05978272826
651	0.0596090129
652	0.05952652916
653	0.05943752826
654	0.05931778496
655	0.05918512971
656	0.05910779676
657	0.05898316469
658	0.058922964
659	0.05884472685
660	0.05879172571
661	0.05869426188
662	0.0585821182
663	0.05849756679
664	0.05843315001
665	0.05834397243
666	0.05820839707
667	0.05809822621
668	0.05796081909
669	0.05783510554
670	0.05770526683
671	0.05762989724
672	0.05748590585
673	0.05743457754
674	0.05734332691
675	0.05719781365
676	0.05706443313
677	0.05697664645
678	0.05690787601
679	0.05680890219
680	0.05667500864
681	0.0565659837
682	0.05645236156
683	0.05635973795
684	0.05629385757
685	0.05620813693
686	0.05608751377
687	0.05595006872
688	0.05583624551
689	0.05574699038
690	0.05568174408
691	0.05551166143
692	0.05541270824
693	0.05532243304
694	0.05521845953
695	0.05517655457
696	0.05506382737
697	0.05494842021
698	0.05483127139
699	0.05474098417
700	0.05466751989
701	0.05454127484
702	0.05438132095
703	0.05426453105
704	0.05419609643
705	0.0540983841
706	0.05399242202
707	0.05389331824
708	0.05379268966
709	0.05372941757
710	0.05361251983
711	0.05347373443
712	0.05337810407
713	0.05326976627
714	0.05319425742
715	0.05314225219
716	0.05307061207
717	0.05287356961
718	0.05277640602
719	0.05269156783
720	0.05262826717
721	0.05253894546
722	0.05245332808
723	0.05239815987
724	0.05232878127
725	0.05228153448
726	0.05221202308
727	0.05212365713
728	0.05207514068
729	0.05201384528
730	0.05197345511
731	0.05190928484
732	0.05187119476
733	0.05182839687
734	0.05178799869
735	0.05172880936
736	0.0516385952
737	0.05155654121
738	0.0514833113
739	0.05141414796
740	0.05131658584
741	0.05123522551
742	0.05120134807
743	0.05116461729
744	0.05109189927
745	0.05103482769
746	0.05095010993
747	0.05090199245
748	0.05085656367
749	0.05079984171
750	0.05072248303
751	0.05058204908
752	0.05053568181
753	0.05046324978
754	0.0503872045
755	0.05032462191
756	0.0502656974
757	0.05020011806
758	0.05007033881
759	0.04998835693
760	0.0499011059
761	0.04985818941
762	0.0497862683
763	0.0496721418
764	0.0496344587
765	0.04956810574
766	0.04947596563
767	0.04941111652
768	0.04934289802
769	0.04928173484
770	0.04921302984
771	0.04916623411
772	0.0491144105
773	0.04906003788
774	0.0489885363
775	0.04892389856
776	0.04884495408
777	0.04879167642
778	0.04873171482
779	0.04867281949
780	0.04862102511
781	0.04852886234
782	0.0484653119
783	0.04840338312
784	0.04834120878
785	0.04825895788
786	0.04817047175
787	0.048117491
788	0.04806228599
789	0.04801882185
790	0.04795764715
791	0.04787537286
792	0.04780467547
793	0.04775531655
794	0.04769286331
795	0.04763878807
796	0.04755879843
797	0.04752214967
798	0.04744555104
799	0.04735525298
800	0.04726422746
801	0.04719762454
802	0.0471439858
803	0.047067429
804	0.04699758392
805	0.04693385982
806	0.04683871722
807	0.04675301756
808	0.04670227887
809	0.04663627013
810	0.04656761305
811	0.04650368731
812	0.04643325206
813	0.04635875753
814	0.04626480113
815	0.0461628055
816	0.04610730872
817	0.04601764105
818	0.04596136283
819	0.04590263472
820	0.04582400383
821	0.04576181838
822	0.04573216681
823	0.04565029776
824	0.04555412524
825	0.04545985283
826	0.04540747413
827	0.04531163082
828	0.04526825866
829	0.04519316942
830	0.04510937766
831	0.04506146909
832	0.04500654329
833	0.04495668818
834	0.04490309684
835	0.04481459967
836	0.04474719556
837	0.04470282531
838	0.04464708912
839	0.04460268785
840	0.04456263441
841	0.04449828401
842	0.04443519986
843	0.04436198087
844	0.04432354473
845	0.04428439493
846	0.04417550487
847	0.0441393369
848	0.04409074193
849	0.04404918924
850	0.04397147883
851	0.04393219254
852	0.04385817859
853	0.04379497447
854	0.04375878148
855	0.04370120656
856	0.04365424622
857	0.04357242029
858	0.04351945472
859	0.04347547935
860	0.04341771729
861	0.04337918201
862	0.04329100227
863	0.04325025077
864	0.04314988235
865	0.04308778587
866	0.0430543843
867	0.0430138374
868	0.04297870754
869	0.04295123687
870	0.04292037831
871	0.04288513583
872	0.04283026012
873	0.04279705386
874	0.04271932861
875	0.04268856372
876	0.04263502252
877	0.04259785364
878	0.04255459759
879	0.04249204808
880	0.04241341993
881	0.04238442719
882	0.04232894892
883	0.0422704149
884	0.04221112859
885	0.04212741152
886	0.04210179852
887	0.04203840231
888	0.0419755789
889	0.0419460598
890	0.04189915695
891	0.04185824835
892	0.04180102008
893	0.04170572837
894	0.04163181043
895	0.04156848618
896	0.04150443673
897	0.04146389789
898	0.04140575159
899	0.04135838237
900	0.04130232056
901	0.04126114872
902	0.04124052634
903	0.04119810822
904	0.04112776138
905	0.04107274985
906	0.04099436198
907	0.04096018561
908	0.04089014357
909	0.0408359969
910	0.04080188677
911	0.04077923444
912	0.04069239602
913	0.04064900243
914	0.04061554456
915	0.0405522059
916	0.04051989688
917	0.04049834722
918	0.04043502443
919	0.04039294076
920	0.04035262042
921	0.04031502184
922	0.04026454467
923	0.0402219054
924	0.04015055983
925	0.04010561875
926	0.04007501066
927	0.04002597007
928	0.03998814159
929	0.03994727373
930	0.03990371475
931	0.03987401616
932	0.03981711749
933	0.03977636539
934	0.03970677737
935	0.03968517149
936	0.0396518597
937	0.03957287108
938	0.0394960816
939	0.03944424694
940	0.03938138677
941	0.03934766691
942	0.03928624617
943	0.03921596213
944	0.03915167197
945	0.03912622407
946	0.03909372883
947	0.03906038813
948	0.03902593007
949	0.03897764474
950	0.03892671503
951	0.03888392367
952	0.03881698148
953	0.03874929956
954	0.03870252639
955	0.03861364921
956	0.03854892659
957	0.03849498967
958	0.03845839906
959	0.03843874082
960	0.0383785039
961	0.03831377661
962	0.03828364624
963	0.03825475106
964	0.03819671122
965	0.03814135996
966	0.03807695271
967	0.03802035354
968	0.03796090844
969	0.03792600778
970	0.03787042021
971	0.03784149726
972	0.03781605486
973	0.03775707625
974	0.03772225649
975	0.03766581533
976	0.03763948602
977	0.03759416497
978	0.03755579841
979	0.0374846868
980	0.03746035513
981	0.03740677898
982	0.0373806729
983	0.03736000418
984	0.03731271303
985	0.03727092369
986	0.03722591748
987	0.03717012465
988	0.03710453627
989	0.03705875381
990	0.03700028574
991	0.03694833699
992	0.03687835239
993	0.03681056738
994	0.03676932859
995	0.0367261392
996	0.03670080071
997	0.03667520698
998	0.03663037137
999	0.03661422804
